quake_code,cfti_code,asset_id,type,title,date,source,path,excerpt,tags,author,rights,credit,description,width,height,filename
1026,,cfti_1026_ico_001786,image,Immagine CFTI ico_001786,,INGV – CFTI Visual,img/1026/ico_001786.jpg,,1026;terremoto,"*, Archivio di Stato di Firenze, Fabbriche granducali, filza 1928, n.55, Relazione dell aiuto ingegnere Ridolfo Giamberti al provveditore generale delle fortezze Andrea Arrighetti sui danni causati dal terremoto del 22 marzo 1661 nelle fortezze di Terra del Sole, Montepoggiolo e Castrocaro, Firenze 23 aprile 1661.  1661",CC BY-NC-SA,,"Rocca - Disegno allegato alla relazione dell’aiuto ingegnere Ridolfo Giamberti sui danni causati dal terremoto del 22 marzo 1661 nelle fortezze di Terra del Sole, Montepoggiolo e Castrocaro. La relazione fu inviata al provveditore generale delle fortezze Andrea Arrighetti appena un mese dopo il terremoto, il 23 aprile 1661. Lo stesso giorno Arrighetti spedì la relazione al granduca di Toscana. Nel disegno, contraddistinte dalla lettera A, sono indicate le parti da demolire disegnate come semi crollate; al piano delle stanze dove erano conservate le armi, con la lettera B sono indicati sei “sporti” (ossia le mensole in muratura a sostegno del parapetto di ronda) quasi staccati dalle mura e pericolanti; infine con la lettera C, le stanze dove soggiornavano i soldati, per le quali l'ingegnere consigliava la riparazione: ""[...] il muro tutto spellato, et anco in qualche luogo sfondato"".",1011,838,ico_001786.jpg
1103,,cfti_1103_ico_001788,image,Immagine CFTI ico_001788,,INGV – CFTI Visual,img/1103/ico_001788.jpg,,1103;terremoto,"*, Archivio di Stato di Firenze, Fabbriche granducali, filza 1928, n.65, Relazione dell aiuto ingegnere Antonio Ferri al provveditore generale delle fortezze Ferdinando della Rena sui danni causati dal terremoto dell 11 aprile 1688 nelle fortezze di Terra del Sole, Castrocaro e Montepoggiolo, Firenze 30 aprile 1688.  1688",CC BY-NC-SA,,"Rocca - Disegno allegato alla relazione dell’aiuto ingegnere Antonio Ferri al provveditore generale delle fortezze Ferdinando della Rena sui danni causati dal terremoto dell’11 aprile 1688 nelle fortezze di Terra del Sole, Castrocaro e Montepoggiolo. Pur essendo un territorio colpito marginalmente dal terremoto, il Granduca di Toscana, preoccupato per lo stato di conservazione delle fortezze, inviò un perito per un sopralluogo. Il disegno delinea il Maschio (o Mastio) della fortezza dove sono indicate quattro lesioni nella muratura di sostegno del parapetto di ronda (sporti); nel testo è riportato che ""il muro situato sugli sporti, et archi della torre è tutto aperto, e veramente pericoloso"".",1063,1180,ico_001788.jpg
1103,,cfti_1103_ico_001789,image,Immagine CFTI ico_001789,,INGV – CFTI Visual,img/1103/ico_001789.jpg,,1103;terremoto,"*, Archivio di Stato di Firenze, Fabbriche granducali, filza 1928, n.65, Relazione dell aiuto ingegnere Antonio Ferri al provveditore generale delle fortezze Ferdinando della Rena sui danni causati dal terremoto dell 11 aprile 1688 nelle fortezze di Terra del Sole, Castrocaro e Montepoggiolo, Firenze 30 aprile 1688.  1688",CC BY-NC-SA,,"Rocca - Disegno allegato alla relazione dell’aiuto ingegnere Antonio Ferri al provveditore generale delle fortezze Ferdinando della Rena sui danni causati dal terremoto dell’11 aprile 1688 nelle fortezze di Terra del Sole, Castrocaro e Montepoggiolo. Pur essendo un territorio colpito marginalmente dal terremoto, il Granduca di Toscana, preoccupato per lo stato di conservazione delle fortezze, inviò un perito per un sopralluogo. Il disegno delinea due stanze della fortezza la cui stabilità strutturale fu compromessa dal crollo del masso sul quale erano poggiate le fondazioni e per le quali il perito consigliò la demolizione.",1778,1642,ico_001789.jpg
1103,,cfti_1103_ico_001790,image,Immagine CFTI ico_001790,,INGV – CFTI Visual,img/1103/ico_001790.jpg,,1103;terremoto,"*, Archivio di Stato di Firenze, Fabbriche granducali, filza 1928, n.65, Relazione dell aiuto ingegnere Antonio Ferri al provveditore generale delle fortezze Ferdinando della Rena sui danni causati dal terremoto dell 11 aprile 1688 nelle fortezze di Terra del Sole, Castrocaro e Montepoggiolo, Firenze 30 aprile 1688.  1688",CC BY-NC-SA,,"Palazzo del provveditore - Disegno di Antonio Ferri nella relazione inviata il 30 aprile 1688 al provveditore generale delle fortezze Ferdinando della Rena sui danni causati dal terremoto dell’11 aprile 1688 nelle fortezze di Terra del Sole, Castrocaro e Montepoggiolo. Nel disegno sono evidenziate le profonde lesioni causate dal terremoto alla parete della cucina. Ferri consigliò di riparare il danno e di utilizzare due catene per il ripristino dell'integrità strutturale.",1772,1591,ico_001790.jpg
1103,,cfti_1103_ico_001791,image,Immagine CFTI ico_001791,,INGV – CFTI Visual,img/1103/ico_001791.jpg,,1103;terremoto,"*, Archivio di Stato di Firenze, Fabbriche granducali, filza 1928, n.65, Relazione dell aiuto ingegnere Antonio Ferri al provveditore generale delle fortezze Ferdinando della Rena sui danni causati dal terremoto dell 11 aprile 1688 nelle fortezze di Terra del Sole, Castrocaro e Montepoggiolo, Firenze 30 aprile 1688.  1688",CC BY-NC-SA,,"Chiesa di S.Barbara - Disegno di Antonio Ferri nella relazione inviata il 30 aprile 1688 al provveditore generale delle fortezze Ferdinando della Rena sui danni causati dal terremoto dell’11 aprile 1688 nelle fortezze di Terra del Sole, Castrocaro e Montepoggiolo. Nel disegno sono evidenziate le profonde lesioni causate dal terremoto alla facciata della chiesa. Ferri consigliò di riparare il danno e di utilizzare una catena per il ripristino dell'integrità strutturale.",1772,1516,ico_001791.jpg
11516,,cfti_11516_ico_000293,image,Immagine CFTI ico_000293,,INGV – CFTI Visual,img/11516/ico_000293.jpg,,11516;terremoto,"Sommer G., University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71249, Photograph of Sommer G., 8134-Casamicciola.",CC BY-NC-SA,,Crollo pressoché totale di alcune abitazioni in una zona non precisata del paese. Alcuni soldati sono alla ricerca di sopravvissuti sotto le macerie.,3565,2776,ico_000293.jpg
11516,,cfti_11516_ico_000295,image,Immagine CFTI ico_000295,,INGV – CFTI Visual,img/11516/ico_000295.jpg,,11516;terremoto,"Sommer G., University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71159, Photograph of Sommer G., 8133 - Casamicciola.",CC BY-NC-SA,,"Piazza Maio - Crolli diffusi e molti edifici gravemente lesionati. Questa zona del comune fu molto danneggiata e molti edifici dovettero essere demoliti. Sulla destra, la cupola e il campanile della chiesa parrocchiale di S.Maria Maddalena che fu invece danneggiata leggermente.",3765,2946,ico_000295.jpg
11516,,cfti_11516_ico_000299,image,Immagine CFTI ico_000299,,INGV – CFTI Visual,img/11516/ico_000299.jpg,,11516;terremoto,"Sommer G., University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71251, Photograph of Sommer G., 8135 - Casamicciola.",CC BY-NC-SA,,"Crollo parziale di un edificio in una zona imprecisata dell'abitato. Crollo della copertura, della muratura e dei piani superiori di un'abitazione situata all'estremità di un gruppo di case rimaste in piedi. Alcune travi in legno sorreggono il balcone dell'edificio adiacente a quello crollato. Le macerie rivelano la scarsa qualità delle strutture in muratura composte da materiale lapideo di forma irregolare e da malta dotata di inadeguata coesione.",4004,3028,ico_000299.jpg
11516,,cfti_11516_ico_000300,image,Immagine CFTI ico_000300,,INGV – CFTI Visual,img/11516/ico_000300.jpg,,11516;terremoto,"Sommer G., University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71250, Photograph of Sommer G., 8136 - Casamicciola ""South side of the Piazza di Maio. Casamicciola"".",CC BY-NC-SA,,"Piazza Maio - Crolli. I resti delle abitazioni crollate nella zona sud della piazza. Un uomo in piedi, rivolto a destra, osserva le rovine.",3688,2888,ico_000300.jpg
11516,,cfti_11516_ico_000303,image,Immagine CFTI ico_000303,,INGV – CFTI Visual,img/11516/ico_000303.jpg,,11516;terremoto,"*, University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71025, Photograph of unidentified, N° 349. Ischia. Veduta del Terremoto di Casamicciola, 4 marzo 1881.",CC BY-NC-SA,,"Crollo parziale di due abitazioni in una zona imprecisata dell'abitato. A terra, su una barella improvvisata, una vittima.",3271,2623,ico_000303.jpg
11516,,cfti_11516_ico_000304,image,Immagine CFTI ico_000304,,INGV – CFTI Visual,img/11516/ico_000304.jpg,,11516;terremoto,"*, University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71248, Photograph of unidentified, N° 346. Ischia. Veduta del Terremoto di Casamicciola, 4 marzo 1881. Entrance to Menella. Looking, nearly due East, with the Parish Church of Casamicciola in the background.",CC BY-NC-SA,,"Rione Casamennella - La fotografia è ripresa guardando a est verso l'antica via Cuccofriddo. In quest'area si osservano le rovine di molte abitazioni. Le macerie sono composte da materiale lapideo di forma e dimensione irregolare. Nella parte centrale si osservano frammenti piccoli e a destra pietrame di grandi dimensioni. In alto una veduta parziale del campanile e della cupola della chiesa parrocchiale di S.Maria Maddalena senza danni apparenti. Animano la scena alcune persone in piedi, vicine a scavatori e soldati nell'atteggiamento di soccorrere un ragazzo.",3360,2734,ico_000304.jpg
11516,,cfti_11516_ico_000305,image,Immagine CFTI ico_000305,,INGV – CFTI Visual,img/11516/ico_000305.jpg,,11516;terremoto,"*, University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71247, Photograph of unidentified, 8137 - Casamicciola.",CC BY-NC-SA,,"Chiesa del Purgatorio - Crollo pressoché completo dell'edificio, restano in piedi le due arcate centrali.",3264,2585,ico_000305.jpg
11516,,cfti_11516_ico_000318,image,Immagine CFTI ico_000318,,INGV – CFTI Visual,img/11516/ico_000318.jpg,,11516;terremoto,"*, University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71277, Photograph of unidentified, Panorama of Casamicciola from near Frasso - 1881.",CC BY-NC-SA,,"Borgo Maio - Le rovine viste dalla località Gradoni. Nella nota (1) riportata nella didascalia di questa fotografia, Johnston-Lavis specifica che tutte le fotografie pubblicate nella sua monografia [Monograph of the earthquakes of Ischia, a memoir dealing with the seismic disturbances in that Island from remotest times, with special observations on those of 1881 and 1883] sono state riprese subito dopo il terremoto, mentre numerose fotografie in vendita che lui aveva visionato, scattate alcune settimane dopo il terremoto, non mostravano gli effettivi danni causati dal terremoto ma le distruzioni dovute dall'uso della dinamite per abbattere i muri pericolanti. Al centro è visibile Villa Majo apparentemente meno danneggiata di altri edifici, ma con una facciata sorretta da numerosi puntelli.",3761,2873,ico_000318.jpg
11516,,cfti_11516_ico_000352,image,Immagine CFTI ico_000352,,INGV – CFTI Visual,img/11516/ico_000352.jpg,,11516;terremoto,"*, University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71281, Photograph of unidentified.",CC BY-NC-SA,,Panorama - Nuovo rione; a sinistra alcune baracche per il ricovero degli sfollati.,3129,2664,ico_000352.jpg
11516,,cfti_11516_ico_000353,image,Immagine CFTI ico_000353,,INGV – CFTI Visual,img/11516/ico_000353.jpg,,11516;terremoto,"*, University College of London, Department of Earth Sciences, Johnston-Lavis UCL Geology Collection, LDUCG 71281b, Photograph of unidentified.",CC BY-NC-SA,,"Panorama dopo il terremoto del 1881 e prima del 1883. Alcune costruzioni sono lesionate, La tipologia edilizia nella parte medio alta del borgo era caratterizzata da costruzioni che si dovevano adattare ai dislivelli delle alture, ricavando spazi con l'elevazione dei piani e utilizzando tutto lo spazio disponibile addossando le costruzioni le une alle altre. Una tipologia caratteristica era la presenza di logge coperte ad arco, adatte per soggiornare all'aperto con vedute panoramiche.",3256,2600,ico_000353.jpg
11516,,cfti_11516_ico_001777,image,Immagine CFTI ico_001777,,INGV – CFTI Visual,img/11516/ico_001777.jpg,,11516;terremoto,"*, Le Monde illustre , A. 25, n. 1254, 9 aprile 1881, pag. 228. Source gallica.bnf.fr/Bibliothèque Nationale de France.  1881",CC BY,,"Casamicciola Terremoto del 1881, danni alla chiesa del Purgatorio. Incisione di M. Quesnel da una foografia inviata dal corrispondente a Napoli M. Giusti). Le Monde illustré , A. 25, n. 1254, 9 aprile 1881, pag. 228.",1359,941,ico_001777.jpg
1166,,cfti_1166_ico_002365,image,Immagine CFTI ico_002365,,INGV – CFTI Visual,img/1166/ico_002365.jpg,,1166;terremoto,"Pacichelli G.B., Il Regno di Napoli in prospettiva, 3 voll. (ristampa anastatica, Sala Bolognese 1979). Napoli 1703",CC BY,,Una veduta da sud dell'abitato. Nell'incisione di Francesco Cassiano de Silva sono evidenti i danni al Castello e alle sue mura indicati con la lettera H. Altri ruderi qua e là si possono osservare di fronte al monastero delle Carmelitane (C) e poco più in basso nella zona compresa tra la porta di S.Marco (E) e S.Francesco (F).,4421,3340,ico_002365.jpg
1166,,cfti_1166_ico_002366,image,Immagine CFTI ico_002366,,INGV – CFTI Visual,img/1166/ico_002366.jpg,,1166;terremoto,"Pacichelli G.B., Il Regno di Napoli in prospettiva, 3 voll. (ristampa anastatica, Sala Bolognese 1979). Napoli 1703",CC BY,,Una veduta dell'abitato completamente distrutto. Nell'incisione di Francesco Cassiano de Silva quasi tutte le costruzioni sono ruderi. Nella piazza gente disperata raffigurata nell'atto di alzare le braccia. Il paese era in stato di semi-abbandono anche prima del terremoto e molti edifici erano abbandonati o in un pessimo stato di conservazione.,2072,1579,ico_002366.jpg
12869,,cfti_12869_ico_000393,image,Immagine CFTI ico_000393,,INGV – CFTI Visual,img/12869/ico_000393.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Zona non identificata dell'abitato. Estesi crolli. In primo piano un gruppo di soldati in una pausa dei lavori di rimozione delle macerie. Sulla sinistra case senza evidenza di danni gravi con diversi capochiave. Al centro dell'immagine alcune case completamente crollate all'incrocio fra due strade. In primo piano a destra la porzione di una casa in parte crollata.,1451,1111,ico_000393.jpg
12869,,cfti_12869_ico_000394,image,Immagine CFTI ico_000394,,INGV – CFTI Visual,img/12869/ico_000394.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Piazza de Foresta - Estesi crolli. Un muro della casa di sinistra ancora in piedi divide idealmente la fotografia. A sinistra una casa di cui è crollata la facciata, il tetto e i solai dei piani superiori. È ancora in piedi un muro interno su cui poggiano i resti di due volte in parte crollate. Sopra di esse le macerie dei piani superiori. Il muro dei piani superiori presenta profonde fenditure diagonali e in alto si intravedono i resti di tiranti di collegamento orizzontale dei muri. A destra alcuni edifici in cui sono in gran parte crollati i tetti e i muri dei piani superiori. In generale nello spessore dei muri e nelle macerie si vede il povero materiale costruttivo costituito da pietrame naturale grossolanamente lavorato o neppure lavorato.",1559,1188,ico_000394.jpg
12869,,cfti_12869_ico_000396,image,Immagine CFTI ico_000396,,INGV – CFTI Visual,img/12869/ico_000396.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Chiesa di Sant'Antonio Abate - Estesi crolli negli edifici circostanti. A sinistra una veduta parziale della chiesa, senza evidenza di danni. Al centro dell'immagine, case con tetti e muri crollati, le cui macerie sono accumulate nello spazio antistante e verso il mare. Lungo tutta la strada si intravedono case in tutto o in parte crollate e una tenda militare per il primo soccorso e numerose persone. Sullo sfondo in lontananza vi osserva il paese di Cervo da cui spicca la Chiesa di S.Giovanni Battista e il relativo campanile.",1617,1169,ico_000396.jpg
12869,,cfti_12869_ico_000397,image,Immagine CFTI ico_000397,,INGV – CFTI Visual,img/12869/ico_000397.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Zona imprecisata del paese - Il recupero di una vittima.,1276,1658,ico_000397.jpg
12869,,cfti_12869_ico_000398,image,Immagine CFTI ico_000398,,INGV – CFTI Visual,img/12869/ico_000398.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Piazza Dante - Estesi crolli. Edifici e porzioni di edifici completamente crollati. Cumuli di macerie, per lo più pietrame naturale grossolanamente lavorato e travi di legno.",1632,1273,ico_000398.jpg
12869,,cfti_12869_ico_000399,image,Immagine CFTI ico_000399,,INGV – CFTI Visual,img/12869/ico_000399.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Zona imprecisata del paese - Crolli e danni. Nella parete sinistra dell'immagine una casa in cui è crollata una falda del tetto e l'intero muro d'appoggio, mettendo in evidenza l'interno della casa. Dalle macerie e nello spessore dei muri si vede il povero materiale costruttivo di queste case: pietrame naturale grossolanamente lavorato. Appena sotto il pavimento dell'ultimo piano si intravedono un capochiave di contenimento e un tirante pendente e non più ancorato alla parete opposta. All'estrema sinistra in alto si intravede un archetto di sbatacchio, considerato probabile presidio antisismico premoderno. A destra una casa senza evidenza di danni gravi, salvo un crollo parziale nel muro sotto la finestra dell'ultimo piano. Sono in evidenza i capochiave di contenimento nei muri ortogonali del penultimo piano della casa. La fotografia è animata da una persona in primo piano.",1184,1463,ico_000399.jpg
12869,,cfti_12869_ico_000400,image,Immagine CFTI ico_000400,,INGV – CFTI Visual,img/12869/ico_000400.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Via Nizza - Crolli estesi di edifici. L'edificio a destra è crollato e il primo piano è ingombro delle macerie. Le pareti dipinte che si intravedono indicano che si tratta di un edificio di un certo rilievo. La parete a vista del palazzo vicino presenta numerose fenditure verticali e diagonali di diversa gravità. Una di queste a sinistra del muro delinea un distacco fra questa parete e la facciata. Al lato sinistro della strada, ingombra di macerie, edifici crollati.",1177,1590,ico_000400.jpg
12869,,cfti_12869_ico_000401,image,Immagine CFTI ico_000401,,INGV – CFTI Visual,img/12869/ico_000401.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Via Garibaldi - Estesi crolli. Vista da ovest della chiesa di S.Antonio Abate. Crollo totale del palazzo in primo piano, dietro al quale emerge la cella campanaria del campanile. La vista parziale del palazzo di sinistra mostra crolli parziali della parte alta dei muri dei appoggio del tetto. La presenza di numerose chiavi di contenimento ha probabilmente protetto la facciata di questo palazzo da crolli più estesi. Gran parte delle macerie è stata rimossa.",1272,1611,ico_000401.jpg
12869,,cfti_12869_ico_000402,image,Immagine CFTI ico_000402,,INGV – CFTI Visual,img/12869/ico_000402.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Porto - Cartolina che raffigura i crolli degli edifici prospicienti il mare.,1482,1142,ico_000402.jpg
12869,,cfti_12869_ico_000404,image,Immagine CFTI ico_000404,,INGV – CFTI Visual,img/12869/ico_000404.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Via Nizza - Crolli e puntellamenti di case. L'edificio a destra è crollato e il primo piano è ingombro delle macerie. Le pareti dipinte che si intravedono indicano che si tratta di un edificio di una certa importanza. La parete a vista del palazzo vicino presenta numerose fenditure verticali e diagonali di diversa gravità. Una di queste a sinistra del muro delinea un distacco fra questa parete e la facciata. Al lato sinistro della strada, ingombra di macerie e pali di legno di puntellamento, edifici crollati.",1581,1217,ico_000404.jpg
12869,,cfti_12869_ico_000405,image,Immagine CFTI ico_000405,,INGV – CFTI Visual,img/12869/ico_000405.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Via Garibaldi - Crolli e danni. Gli edifici crollati al centro della fotografia si trovano all'inizio della via Colombo. La riva del mare è zona di discarica delle macerie rimosse: pietrame naturale grossolanamente lavorato. Di un edificio in primo piano, sulla destra, rimangono alcuni spezzoni di muri. Numerose persone sono all'opera per rimuovere le macerie trasportandole con un carrello da miniera che si vede al centro dell'immagine.",1660,1287,ico_000405.jpg
12869,,cfti_12869_ico_000406,image,Immagine CFTI ico_000406,,INGV – CFTI Visual,img/12869/ico_000406.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Via Garibaldi all'incrocio con via Colombo - Crolli e danni. In primo piano quel poco che rimane di un edificio all'incrocio fra la via Garibaldi - da dove è presa la fotografia - e la via Colombo. Dietro a questo, un altro edificio completamente crollato che si affaccia sull'altro lato della via Colombo. A destra un edificio con il tetto crollato.",1796,1375,ico_000406.jpg
12869,,cfti_12869_ico_000407,image,Immagine CFTI ico_000407,,INGV – CFTI Visual,img/12869/ico_000407.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Via Garibaldi - Estesi crolli. Crollo totale del palazzo in primo piano. La vista parziale del palazzo di sinistra mostra una profonda ed estesa fenditura fra la finestra del primo e secondo piano. Un'altra lunga fenditura verticale è in prossimità del bordo sinistra della fotografia. Gran parte delle macerie è stata rimossa.,1515,1208,ico_000407.jpg
12869,,cfti_12869_ico_000408,image,Immagine CFTI ico_000408,,INGV – CFTI Visual,img/12869/ico_000408.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Via Garibaldi, a sud-ovest della chiesa di S.Antonio Abate - Crolli parziali e danni. L'edificio in primo piano mostra diversi crolli nella facciata, uno molto esteso dal tetto fino al piano terreno e un altro nella parte alta circa a metà della facciata. Altri edifici parzialmente crollati si trovano in prossimità della chiesa di S.Antonio Abate. Case crollate anche nella piazza Dante, subito a nord-est della chiesa.",1801,1400,ico_000408.jpg
12869,,cfti_12869_ico_000409,image,Immagine CFTI ico_000409,,INGV – CFTI Visual,img/12869/ico_000409.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Zona imprecisata dell'abitato - Estesi crolli. Una casa crollata dal tetto in cui si vedono gli interni dei diversi piani. Nello spessore dei muri si vede il povero materiale costruttivo costituito da pietrame naturale grossolanamente lavorato o addirittura di forma irregolare non lavorato. Dalle pareti dei piani alti pendono due tiranti con i capochiave di contenimento che evidentemente non hanno potuto evitare il crollo dei muri a cui erano collegati. Altri tiranti in basso liberati dal crollo dei muri a cui erano collegati.,1208,1501,ico_000409.jpg
12869,,cfti_12869_ico_000410,image,Immagine CFTI ico_000410,,INGV – CFTI Visual,img/12869/ico_000410.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Zona periferica dell'abitato. Crollo pressoché totale di un edificio. Rimangono in piedi solo piccole porzioni dei muri perimetrali. In primo piano filari di viti e una palma.,1397,1648,ico_000410.jpg
12869,,cfti_12869_ico_000411,image,Immagine CFTI ico_000411,,INGV – CFTI Visual,img/12869/ico_000411.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Zona imprecisata dell'abitato - Estesi crolli. La fotografia è dominata dal crollo di un edificio di cui rimane in piedi solo il piano terreno e una parete con gravissime lesioni diagonali.,1595,1266,ico_000411.jpg
12869,,cfti_12869_ico_000412,image,Immagine CFTI ico_000412,,INGV – CFTI Visual,img/12869/ico_000412.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Via al Convento - Crolli e danni. La vista è da nord-ovest. Sulla destra un'imponente edificio merlato di cui la merlatura è per la maggior parte caduta. Il muro di cinta del palazzo è in alcuni punti in parte crollato. In secondo piano al centro il lato nord-ovest dell'antica torre di cui si vedono i crolli nella parte sommitale e nella parete di sud-ovest. A sinistra della torre si vede la cella campanaria della chiesa di Nostra Signora dell'Assunta. Ancora a sinistra numerosi edifici con i tetti crollati. L'immagine è animata da 4 persone di cui due gendarmi e un soldato.,1558,1222,ico_000412.jpg
12869,,cfti_12869_ico_000413,image,Immagine CFTI ico_000413,,INGV – CFTI Visual,img/12869/ico_000413.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Piazza Dante - Estesi crolli. Edifici e porzioni di edifici completamente crollati. Cumuli di macerie, per lo più pietrame naturale grossolanamente lavorato e travi di legno.",1472,1162,ico_000413.jpg
12869,,cfti_12869_ico_000414,image,Immagine CFTI ico_000414,,INGV – CFTI Visual,img/12869/ico_000414.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Porto - Cartolina che raffigura i crolli degli edifici prospicienti il mare.,1630,1238,ico_000414.jpg
12869,,cfti_12869_ico_000415,image,Immagine CFTI ico_000415,,INGV – CFTI Visual,img/12869/ico_000415.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,"Via Colombo vista da via Garibaldi - Crolli e danni. La via è ingombra di macerie delle case crollate: pietrame naturale grossolanamente lavorato, legname delle coperture e dei solai e una scala di legno. In secondo piano, sulla sinistra, una casa quasi completamente crollata. Sullo sfondo a destra un palazzo di rilievo con il tetto in più parti crollato e profonde fenditure verticali in corrispondenza delle finestre delle due pareti dello spigolo in evidenza. In primo piano in basso si vedono le rotaie dei carrelli da miniera per il trasporto delle macerie rimosse. Un folto gruppo di soccorritori anima l'intera fotografia.",1711,1341,ico_000415.jpg
12869,,cfti_12869_ico_000416,image,Immagine CFTI ico_000416,,INGV – CFTI Visual,img/12869/ico_000416.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Piazza De Foresta - Crolli e danni.,1275,1689,ico_000416.jpg
12869,,cfti_12869_ico_000417,image,Immagine CFTI ico_000417,,INGV – CFTI Visual,img/12869/ico_000417.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Zona in prossimità della chiesa di Nostra Signora dell'Assunta - Estesi crolli. A destra una casa completamente crollata di cui rimane traccia del profilo del tetto nella parete dell'edificio vicino. Altre due case con i tetti completamente crollati e i muri di appoggio quasi completamente crollati. Le murature sono caratterizzate da pietrame naturale ben squadrato ad altro solo grossolanamente lavorato. Sullo sfondo si intravedono parziali minimi crolli nella parte sommitale della cella campanaria della chiesa.,1292,1681,ico_000417.jpg
12869,,cfti_12869_ico_000418,image,Immagine CFTI ico_000418,,INGV – CFTI Visual,img/12869/ico_000418.jpg,,12869;terremoto,"*, Archivio Genala di Soresina, Album fotografico relativo al terremoto del 1887 di Diano Marina",CC BY-NC-ND,,Antica torre - Crollo parziale. La vista è probabilmente da est. Crollo della copertura ed esteso crollo dello spigolo a est e di una porzione in alto di muro ovest.,1323,1733,ico_000418.jpg
